FileName,DataSource,UniqueID,institutionCode,collectionCode,catalogueNumber,class,order,family,genus,specificEpithet,infraspecificEpithet,sex,lifeStage,country,locality,decimalLatitude,decimalLongitude,geodeticDatum,verbatimElevation,eventDate,measurementDeterminedDate,Patch,LightAngle1,LightAngle2,ProbeAngle1,ProbeAngle2,Replicate,Comments,
B653BEL_Splice17_1,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,belly ,45,0,45,0,1,adult plumaged,
B653BEL_Splice17_2,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,belly ,45,0,45,0,2,adult plumaged,
B653BEL_Splice17_3,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,belly ,45,0,45,0,3,adult plumaged,
B653BRE_Splice17_1,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,breast ,45,0,45,0,1,adult plumaged,
B653BRE_Splice17_2,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,breast ,45,0,45,0,2,adult plumaged,
B653BRE_Splice17_3,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,breast ,45,0,45,0,3,adult plumaged,
B653CRW_Splice17_1,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,crown ,45,0,45,0,1,adult plumaged,
B653CRW_Splice17_2,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,crown ,45,0,45,0,2,adult plumaged,
B653CRW_Splice17_3,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,crown ,45,0,45,0,3,adult plumaged,
B653LMNTL_Splice17_1,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,mantle lower,45,0,45,0,1,adult plumaged,
B653LMNTL_Splice17_2,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,mantle lower,45,0,45,0,2,adult plumaged,
B653LMNTL_Splice17_3,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,mantle lower,45,0,45,0,3,adult plumaged,
B653UMNTL_Splice17_1,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,mantle upper,45,0,45,0,1,adult plumaged,
B653UMNTL_Splice17_2,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,mantle upper,45,0,45,0,2,adult plumaged,
B653UMNTL_Splice17_3,M,,Museums Victoria,,B653,,Anseriformes,Anatidae,Tadorna,tadornoides,,female,adult,Australia,Gippsland Lakes,-37.98,147.72,,,1939,2015-12-15,mantle upper,45,0,45,0,3,adult plumaged,
B6686BEL_Splice17_1,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,belly ,45,0,45,0,1,Did not scan black parts,
B6686BEL_Splice17_2,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,belly ,45,0,45,0,2,Did not scan black parts,
B6686BEL_Splice17_3,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,belly ,45,0,45,0,3,Did not scan black parts,
B6686BRE_Splice17_1,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,breast ,45,0,45,0,1,Did not scan black parts,
B6686BRE_Splice17_2,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,breast ,45,0,45,0,2,Did not scan black parts,
B6686BRE_Splice17_3,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,breast ,45,0,45,0,3,Did not scan black parts,
B6686CRW_Splice17_1,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,crown ,45,0,45,0,1,,
B6686CRW_Splice17_2,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,crown ,45,0,45,0,2,,
B6686CRW_Splice17_3,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,crown ,45,0,45,0,3,,
B6686MNTL_Splice17_1,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,mantle ,45,0,45,0,1,,
B6686MNTL_Splice17_2,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,mantle ,45,0,45,0,2,,
B6686MNTL_Splice17_3,M,,Museums Victoria,,B6686,,Strigiformes,Tytonidae,Tyto ,alba,,female,adult,Australia,Yantara Stn,-29.87,142.27,,,1950,2025-02-16,mantle ,45,0,45,0,3,,
B6702BEL_Splice17_1,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,belly ,45,0,45,0,1,,
B6702BEL_Splice17_2,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,belly ,45,0,45,0,2,,
B6702BEL_Splice17_3,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,belly ,45,0,45,0,3,,
B6702BRE_Splice17_1,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,breast ,45,0,45,0,1,,
B6702BRE_Splice17_2,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,breast ,45,0,45,0,2,,
B6702BRE_Splice17_3,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,breast ,45,0,45,0,3,,
B6702CRW_Splice17_1,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,crown ,45,0,45,0,1,,
B6702CRW_Splice17_2,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,crown ,45,0,45,0,2,,
B6702CRW_Splice17_3,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,crown ,45,0,45,0,3,,
B6702LMNTL_Splice17_1,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,mantle lower,45,0,45,0,1,,
B6702LMNTL_Splice17_2,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,mantle lower,45,0,45,0,2,,
B6702LMNTL_Splice17_3,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,mantle lower,45,0,45,0,3,,
B6702UMNTL_Splice17_1,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,mantle upper,45,0,45,0,1,,
B6702UMNTL_Splice17_2,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,mantle upper,45,0,45,0,2,,
B6702UMNTL_Splice17_3,M,,Museums Victoria,,B6702,,Charadriiformes,Laridae,Thalasseus,bergii,,male,adult,Australia,"Carrum, Port Phillip Bay",-38.08,145.12,,,1953,2003-02-16,mantle upper,45,0,45,0,3,,
B6844BEL_Splice17_1,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,belly ,45,0,45,0,1,,
B6844BEL_Splice17_2,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,belly ,45,0,45,0,2,,
B6844BEL_Splice17_3,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,belly ,45,0,45,0,3,,
B6844BRE_Splice17_1,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,breast ,45,0,45,0,1,,
B6844BRE_Splice17_2,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,breast ,45,0,45,0,2,,
B6844BRE_Splice17_3,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,breast ,45,0,45,0,3,,
B6844CRW_Splice17_1,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,crown ,45,0,45,0,1,,
B6844CRW_Splice17_2,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,crown ,45,0,45,0,2,,
B6844CRW_Splice17_3,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,crown ,45,0,45,0,3,,
B6844MNTL_Splice17_1,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,mantle ,45,0,45,0,1,,
B6844MNTL_Splice17_2,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,mantle ,45,0,45,0,2,,
B6844MNTL_Splice17_3,M,,Museums Victoria,,B6844,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,male,adult,Australia,Kerang,-35.72,143.92,,,1956,2002-02-16,mantle ,45,0,45,0,3,,
B6845BEL_Splice17_1,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,belly ,45,0,45,0,1,,
B6845BEL_Splice17_2,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,belly ,45,0,45,0,2,,
B6845BEL_Splice17_3,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,belly ,45,0,45,0,3,,
B6845BRE_Splice17_1,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,breast ,45,0,45,0,1,,
B6845BRE_Splice17_2,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,breast ,45,0,45,0,2,,
B6845BRE_Splice17_3,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,breast ,45,0,45,0,3,,
B6845CRW_Splice17_1,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,crown ,45,0,45,0,1,,
B6845CRW_Splice17_2,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,crown ,45,0,45,0,2,,
B6845CRW_Splice17_3,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,crown ,45,0,45,0,3,,
B6845MNTL_Splice17_1,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,mantle ,45,0,45,0,1,,
B6845MNTL_Splice17_2,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,mantle ,45,0,45,0,2,,
B6845MNTL_Splice17_3,M,,Museums Victoria,,B6845,,Pelecaniformes,Threskiornithidae,Platalea,flavipes,,female,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2002-02-16,mantle ,45,0,45,0,3,,
B6859BEL_Splice17_1,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,belly ,45,0,45,0,1,adult plumaged,
B6859BEL_Splice17_2,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,belly ,45,0,45,0,2,adult plumaged,
B6859BEL_Splice17_3,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,belly ,45,0,45,0,3,adult plumaged,
B6859BRE_Splice17_1,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,breast ,45,0,45,0,1,adult plumaged,
B6859BRE_Splice17_2,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,breast ,45,0,45,0,2,adult plumaged,
B6859BRE_Splice17_3,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,breast ,45,0,45,0,3,adult plumaged,
B6859CRW_Splice17_1,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,crown ,45,0,45,0,1,adult plumaged,
B6859CRW_Splice17_2,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,crown ,45,0,45,0,2,adult plumaged,
B6859CRW_Splice17_3,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,crown ,45,0,45,0,3,adult plumaged,
B6859LMNTL_Splice17_1,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,mantle lower,45,0,45,0,1,adult plumaged,
B6859LMNTL_Splice17_2,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,mantle lower,45,0,45,0,2,adult plumaged,
B6859LMNTL_Splice17_3,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,mantle lower,45,0,45,0,3,adult plumaged,
B6859UMNTL_Splice17_1,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,mantle upper,45,0,45,0,1,adult plumaged,
B6859UMNTL_Splice17_2,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,mantle upper,45,0,45,0,2,adult plumaged,
B6859UMNTL_Splice17_3,M,,Museums Victoria,,B6859,,Anseriformes,Anatidae,Tadorna,tadornoides,,male,adult,Australia,Belmore,-35.42,144.07,,,1956,2015-12-15,mantle upper,45,0,45,0,3,adult plumaged,
B6935BEL_Splice17_1,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,belly ,45,0,45,0,1,,
B6935BEL_Splice17_2,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,belly ,45,0,45,0,2,,
B6935BEL_Splice17_3,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,belly ,45,0,45,0,3,,
B6935BRE_Splice17_1,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,breast ,45,0,45,0,1,,
B6935BRE_Splice17_2,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,breast ,45,0,45,0,2,,
B6935BRE_Splice17_3,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,breast ,45,0,45,0,3,,
B6935CRW_Splice17_1,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,crown ,45,0,45,0,1,,
B6935CRW_Splice17_2,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,crown ,45,0,45,0,2,,
B6935CRW_Splice17_3,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,crown ,45,0,45,0,3,,
B6935MNTL_Splice17_1,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,mantle ,45,0,45,0,1,,
B6935MNTL_Splice17_2,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,mantle ,45,0,45,0,2,,
B6935MNTL_Splice17_3,M,,Museums Victoria,,B6935,,Charadriiformes,Laridae,Chroicocephalus,novaelallandia,,female,adult,Australia,"Port Phillip Bay, Altona",-37.87,144.82,,,1956,2004-02-16,mantle ,45,0,45,0,3,,
B7025BEL_Splice19_1,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,belly ,45,0,45,0,1,,
B7025BEL_Splice19_2,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,belly ,45,0,45,0,2,,
B7025BEL_Splice19_3,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,belly ,45,0,45,0,3,,
B7025BRE_Splice19_1,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,breast ,45,0,45,0,1,,
B7025BRE_Splice19_2,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,breast ,45,0,45,0,2,,
B7025BRE_Splice19_3,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,breast ,45,0,45,0,3,,
B7025CRW_Splice19_1,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,crown ,45,0,45,0,1,,
B7025CRW_Splice19_2,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,crown ,45,0,45,0,2,,
B7025CRW_Splice19_3,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,crown ,45,0,45,0,3,,
B7025MNTL_Splice19_1,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,mantle ,45,0,45,0,1,,
B7025MNTL_Splice19_2,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,mantle ,45,0,45,0,2,,
B7025MNTL_Splice19_3,M,,Museums Victoria,,B7025,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Thurla,-34.33,142.1,,,1957,2023-02-16,mantle ,45,0,45,0,3,,
B7189BEL_Splice17_1,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,belly ,45,0,45,0,1,,
B7189BEL_Splice17_2,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,belly ,45,0,45,0,2,,
B7189BEL_Splice17_3,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,belly ,45,0,45,0,3,,
B7189CRW_Splice17_1,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,crown ,45,0,45,0,1,,
B7189CRW_Splice17_2,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,crown ,45,0,45,0,2,,
B7189CRW_Splice17_3,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,crown ,45,0,45,0,3,,
B7189LBRE_Splice17_1,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,breast lower,45,0,45,0,1,,
B7189LBRE_Splice17_2,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,breast lower,45,0,45,0,2,,
B7189LBRE_Splice17_3,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,breast lower,45,0,45,0,3,,
B7189MNTL_Splice17_1,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,mantle ,45,0,45,0,1,,
B7189MNTL_Splice17_2,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,mantle ,45,0,45,0,2,,
B7189MNTL_Splice17_3,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,mantle ,45,0,45,0,3,,
B7189UBRE_Splice17_1,M,,Museums Victoria,,B7189,,Anseriformes,Anatidae,Aythya,australis,,male,adult,Australia,"McPhail's Swamp, Kerang",-35.73,143.92,,,1956,2012-01-16,breast upper,45,0,45,0,1,,
