FileName,DataSource,UniqueID,institutionCode,collectionCode,catalogueNumber,class,order,family,genus,specificEpithet,infraspecificEpithet,sex,lifeStage,country,locality,decimalLatitude,decimalLongitude,geodeticDatum,verbatimElevation,eventDate,measurementDeterminedDate,Patch,LightAngle1,LightAngle2,ProbeAngle1,ProbeAngle2,Replicate,Comments,
HLW1139NTL_Splice17_1,M,,Museums Victoria,,HLW1139,,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,guttata,,female,adult,Australia,East Murchison,-26.93,120.47,,,1909,2009-02-16,mantle ,45,0,45,0,1,,
HLW1139NTL_Splice17_2,M,,Museums Victoria,,HLW1139,,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,guttata,,female,adult,Australia,East Murchison,-26.93,120.47,,,1909,2009-02-16,mantle ,45,0,45,0,2,,
HLW1139NTL_Splice17_3,M,,Museums Victoria,,HLW1139,,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,guttata,,female,adult,Australia,East Murchison,-26.93,120.47,,,1909,2009-02-16,mantle ,45,0,45,0,3,,
HLW1190BEL_Splice17_1,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,belly ,45,0,45,0,1,,
HLW1190BEL_Splice17_2,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,belly ,45,0,45,0,2,,
HLW1190BEL_Splice17_3,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,belly ,45,0,45,0,3,,
HLW1190BRE_Splice17_1,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,breast ,45,0,45,0,1,,
HLW1190BRE_Splice17_2,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,breast ,45,0,45,0,2,,
HLW1190BRE_Splice17_3,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,breast ,45,0,45,0,3,,
HLW1190CRW_Splice17_1,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,crown ,45,0,45,0,1,,
HLW1190CRW_Splice17_2,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,crown ,45,0,45,0,2,,
HLW1190CRW_Splice17_3,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,crown ,45,0,45,0,3,,
HLW1190MNTL_Splice17_1,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,mantle ,45,0,45,0,1,,
HLW1190MNTL_Splice17_2,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,mantle ,45,0,45,0,2,,
HLW1190MNTL_Splice17_3,M,,Museums Victoria,,HLW1190,,Falconiformes,Falconidae,Falco,cenchroides,,male,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,mantle ,45,0,45,0,3,,
HLW1191BEL_Splice17_1,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,belly ,45,0,45,0,1,,
HLW1191BEL_Splice17_2,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,belly ,45,0,45,0,2,,
HLW1191BEL_Splice17_3,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,belly ,45,0,45,0,3,,
HLW1191BRE_Splice17_1,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,breast ,45,0,45,0,1,,
HLW1191BRE_Splice17_2,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,breast ,45,0,45,0,2,,
HLW1191BRE_Splice17_3,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,breast ,45,0,45,0,3,,
HLW1191CRW_Splice17_1,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,crown ,45,0,45,0,1,,
HLW1191CRW_Splice17_2,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,crown ,45,0,45,0,2,,
HLW1191CRW_Splice17_3,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,crown ,45,0,45,0,3,,
HLW1191MNTL_Splice17_1,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,mantle ,45,0,45,0,1,,
HLW1191MNTL_Splice17_2,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,mantle ,45,0,45,0,2,,
HLW1191MNTL_Splice17_3,M,,Museums Victoria,,HLW1191,,Falconiformes,Falconidae,Falco,cenchroides,,female,adult,Australia,Napier Broome Bay,-14.28,126.63,,,1910,2010-03-16,mantle ,45,0,45,0,3,,
HLW1193BEL_Splice17_1,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,belly ,45,0,45,0,1,"Some white down showing, tried to avoid these areas",
HLW1193BEL_Splice17_2,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,belly ,45,0,45,0,2,"Some white down showing, tried to avoid these areas",
HLW1193BEL_Splice17_3,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,belly ,45,0,45,0,3,"Some white down showing, tried to avoid these areas",
HLW1193BRE_Splice17_1,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,breast ,45,0,45,0,1,"Some white down showing, tried to avoid these areas",
HLW1193BRE_Splice17_2,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,breast ,45,0,45,0,2,"Some white down showing, tried to avoid these areas",
HLW1193BRE_Splice17_3,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,breast ,45,0,45,0,3,"Some white down showing, tried to avoid these areas",
HLW1193CRW_Splice17_1,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,crown ,45,0,45,0,1,,
HLW1193CRW_Splice17_2,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,crown ,45,0,45,0,2,,
HLW1193CRW_Splice17_3,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,crown ,45,0,45,0,3,,
HLW1193MNTL_Splice17_1,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,mantle ,45,0,45,0,1,"Some white down showing, tried to avoid these areas",
HLW1193MNTL_Splice17_2,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,mantle ,45,0,45,0,2,"Some white down showing, tried to avoid these areas",
HLW1193MNTL_Splice17_3,M,,Museums Victoria,,HLW1193,,Falconiformes,Falconidae,Falco,subniger,,female,subadult,Australia,"Cobborah Estate, Cobbora",-32.07,149.23,,,1915,2009-12-15,mantle ,45,0,45,0,3,"Some white down showing, tried to avoid these areas",
HLW1210BEL_Splice17_1,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,belly ,45,0,45,0,1,,
HLW1210BEL_Splice17_2,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,belly ,45,0,45,0,2,,
HLW1210BEL_Splice17_3,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,belly ,45,0,45,0,3,,
HLW1210BRE_Splice17_1,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,breast ,45,0,45,0,1,slight yellow tinge,
HLW1210BRE_Splice17_2,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,breast ,45,0,45,0,2,slight yellow tinge,
HLW1210BRE_Splice17_3,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,breast ,45,0,45,0,3,slight yellow tinge,
HLW1210CRW_Splice17_1,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,crown ,45,0,45,0,1,,
HLW1210CRW_Splice17_2,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,crown ,45,0,45,0,2,,
HLW1210CRW_Splice17_3,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,crown ,45,0,45,0,3,,
HLW1210MNTL_Splice17_1,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,mantle ,45,0,45,0,1,,
HLW1210MNTL_Splice17_2,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,mantle ,45,0,45,0,2,,
HLW1210MNTL_Splice17_3,M,,Museums Victoria,,HLW1210,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Byrock,-30.65,146.4,,,1892,2025-02-16,mantle ,45,0,45,0,3,,
HLW1212BEL_Splice17_1,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,belly ,45,0,45,0,1,heavy yellow staining down centre,
HLW1212BEL_Splice17_2,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,belly ,45,0,45,0,2,heavy yellow staining down centre,
HLW1212BEL_Splice17_3,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,belly ,45,0,45,0,3,heavy yellow staining down centre,
HLW1212BRE_Splice17_1,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,breast ,45,0,45,0,1,,
HLW1212BRE_Splice17_2,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,breast ,45,0,45,0,2,,
HLW1212BRE_Splice17_3,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,breast ,45,0,45,0,3,,
HLW1212CRW_Splice17_1,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,crown ,45,0,45,0,1,slightly stained with brown,
HLW1212CRW_Splice17_2,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,crown ,45,0,45,0,2,slightly stained with brown,
HLW1212CRW_Splice17_3,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,crown ,45,0,45,0,3,slightly stained with brown,
HLW1212MNTL_Splice17_1,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,mantle ,45,0,45,0,1,,
HLW1212MNTL_Splice17_2,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,mantle ,45,0,45,0,2,,
HLW1212MNTL_Splice17_3,M,,Museums Victoria,,HLW1212,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,"Borroloola, McArthur R",-16.07,136.3,,,1914,2025-02-16,mantle ,45,0,45,0,3,,
HLW1225BEL_Splice17_1,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,belly ,45,0,45,0,1,,
HLW1225BEL_Splice17_2,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,belly ,45,0,45,0,2,,
HLW1225BEL_Splice17_3,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,belly ,45,0,45,0,3,,
HLW1225BRE_Splice17_1,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,breast ,45,0,45,0,1,,
HLW1225BRE_Splice17_2,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,breast ,45,0,45,0,2,,
HLW1225BRE_Splice17_3,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,breast ,45,0,45,0,3,,
HLW1225CRW_Splice17_1,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,crown ,45,0,45,0,1,,
HLW1225CRW_Splice17_2,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,crown ,45,0,45,0,2,,
HLW1225CRW_Splice17_3,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,crown ,45,0,45,0,3,,
HLW1225MNTL_Splice17_1,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,mantle ,45,0,45,0,1,,
HLW1225MNTL_Splice17_2,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,mantle ,45,0,45,0,2,,
HLW1225MNTL_Splice17_3,M,,Museums Victoria,,HLW1225,,Falconiformes,Falconidae,Falco,hypoleucos,,male,adult,Australia,Cobbora,-32.05,149.25,,,1916,2025-02-16,mantle ,45,0,45,0,3,,
HLW1399BEL_Splice19_1,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,belly ,45,0,45,0,1,,
HLW1399BEL_Splice19_2,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,belly ,45,0,45,0,2,,
HLW1399BEL_Splice19_3,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,belly ,45,0,45,0,3,,
HLW1399BRE_Splice19_1,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,breast ,45,0,45,0,1,,
HLW1399BRE_Splice19_2,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,breast ,45,0,45,0,2,,
HLW1399BRE_Splice19_3,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,breast ,45,0,45,0,3,,
HLW1399CRW_Splice19_1,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,crown ,45,0,45,0,1,,
HLW1399CRW_Splice19_2,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,crown ,45,0,45,0,2,,
HLW1399CRW_Splice19_3,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,crown ,45,0,45,0,3,,
HLW1399MNTL_Splice19_1,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,mantle ,45,0,45,0,1,,
HLW1399MNTL_Splice19_2,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,mantle ,45,0,45,0,2,,
HLW1399MNTL_Splice19_3,M,,Museums Victoria,,HLW1399,,Passeriformes,Petroicidae,Melanodryas,cucullata,,male,adult,Australia,Grenfell,-33.9,148.18,,,1905,2017-02-16,mantle ,45,0,45,0,3,,
HLW1401BEL_Splice19_1,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,belly ,45,0,45,0,1,,
HLW1401BEL_Splice19_2,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,belly ,45,0,45,0,2,,
HLW1401BEL_Splice19_3,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,belly ,45,0,45,0,3,,
HLW1401BRE_Splice19_1,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,breast ,45,0,45,0,1,,
HLW1401BRE_Splice19_2,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,breast ,45,0,45,0,2,,
HLW1401BRE_Splice19_3,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,breast ,45,0,45,0,3,,
HLW1401CRW_Splice19_1,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,crown ,45,0,45,0,1,,
HLW1401CRW_Splice19_2,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,crown ,45,0,45,0,2,,
HLW1401CRW_Splice19_3,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,crown ,45,0,45,0,3,,
HLW1401MNTL_Splice19_1,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,mantle ,45,0,45,0,1,,
HLW1401MNTL_Splice19_2,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,mantle ,45,0,45,0,2,,
HLW1401MNTL_Splice19_3,M,,Museums Victoria,,HLW1401,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,"Manly, Sydney",-33.8,151.28,,,1906,2023-02-16,mantle ,45,0,45,0,3,,
HLW1405BEL_Splice19_1,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,belly ,45,0,45,0,1,,
HLW1405BEL_Splice19_2,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,belly ,45,0,45,0,2,,
HLW1405BEL_Splice19_3,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,belly ,45,0,45,0,3,,
HLW1405BRE_Splice19_1,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,breast ,45,0,45,0,1,,
HLW1405BRE_Splice19_2,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,breast ,45,0,45,0,2,,
HLW1405BRE_Splice19_3,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,breast ,45,0,45,0,3,,
HLW1405CRW_Splice19_1,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,crown ,45,0,45,0,1,,
HLW1405CRW_Splice19_2,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,crown ,45,0,45,0,2,,
HLW1405CRW_Splice19_3,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,crown ,45,0,45,0,3,,
HLW1405MNTL_Splice19_1,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,mantle ,45,0,45,0,1,,
HLW1405MNTL_Splice19_2,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,mantle ,45,0,45,0,2,,
HLW1405MNTL_Splice19_3,M,,Museums Victoria,,HLW1405,,Passeriformes,Petroicidae,Melanodryas,cucullata,,female,adult,Australia,Blacktown,-33.77,150.9,,,1906,2023-02-16,mantle ,45,0,45,0,3,,
HLW1872BEL_Splice17_1,M,,Museums Victoria,,HLW1872,,Passeriformes,Monarchidae,Myiagra,ruficollis,,male,immature,Australia,Groote Eylandt,-13.93,136.6,,,1921,2012-10-15,belly ,45,0,45,0,1,,
HLW1872BEL_Splice17_2,M,,Museums Victoria,,HLW1872,,Passeriformes,Monarchidae,Myiagra,ruficollis,,male,immature,Australia,Groote Eylandt,-13.93,136.6,,,1921,2012-10-15,belly ,45,0,45,0,2,,
HLW1872BEL_Splice17_3,M,,Museums Victoria,,HLW1872,,Passeriformes,Monarchidae,Myiagra,ruficollis,,male,immature,Australia,Groote Eylandt,-13.93,136.6,,,1921,2012-10-15,belly ,45,0,45,0,3,,
HLW1872BRE_Splice17_1,M,,Museums Victoria,,HLW1872,,Passeriformes,Monarchidae,Myiagra,ruficollis,,male,immature,Australia,Groote Eylandt,-13.93,136.6,,,1921,2012-10-15,breast ,45,0,45,0,1,,
HLW1872BRE_Splice17_2,M,,Museums Victoria,,HLW1872,,Passeriformes,Monarchidae,Myiagra,ruficollis,,male,immature,Australia,Groote Eylandt,-13.93,136.6,,,1921,2012-10-15,breast ,45,0,45,0,2,,
HLW1872BRE_Splice17_3,M,,Museums Victoria,,HLW1872,,Passeriformes,Monarchidae,Myiagra,ruficollis,,male,immature,Australia,Groote Eylandt,-13.93,136.6,,,1921,2012-10-15,breast ,45,0,45,0,3,,
